Column_1,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,weight,Normal_Age
21265,A681560,Tutmosis,2014-06-23 11:30:00,Return_to_owner,,Cat,Neutered Male,Bombay Mix,Black,39.99614051,2.121351779
21266,A662586,Love,2015-08-18 12:35:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,White/Blue,31.55854707,2.121351779
21267,A680842,,2014-06-09 15:49:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black,34.06684491,1.463592192
21268,A703388,,2015-05-28 18:56:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Chocolate/White,36.47387013,1.6725662
21269,A667316,Vader,2013-11-27 11:56:00,Adoption,,Dog,Neutered Male,Border Collie/Labrador Retriever,Black/White,42.97479382,1.596816009
21270,A718157,Harlem,2015-12-26 18:45:00,Return_to_owner,,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,34.4579129,2.121351779
21271,A684845,Muneca,2014-08-01 18:39:00,Return_to_owner,,Dog,Spayed Female,Miniature Poodle Mix,Cream/Tan,41.50459642,2.29626753
21272,A700818,Coltrane,2015-04-24 15:34:00,Transfer,Partner,Dog,Intact Male,Border Terrier/Chihuahua Longhair,Black,42.71126221,1.773136415
21273,A707668,Noodles,2015-07-21 18:07:00,Adoption,,Cat,Intact Female,Domestic Shorthair Mix,Calico,54.41860149,1.596816009
21274,A678252,Blackie,2014-05-09 18:05:00,Return_to_owner,,Dog,Neutered Male,Rat Terrier/Chihuahua Longhair,Black/Tan,52.61010056,1.896363319
21275,A695191,Molly,2015-03-27 14:40:00,Adoption,,Dog,Spayed Female,Labrador Retriever/Australian Shepherd,Black,43.52685596,1.810477401
21276,A664139,Sweet Pea,2013-10-10 17:07:00,Transfer,Partner,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,40.87849432,2.121351779
21277,A693053,,2014-12-06 12:32:00,Adoption,,Cat,Neutered Male,Maine Coon Mix,Blue/White,34.41770604,2.57775254
21278,A701273,Stewie,2015-04-28 12:05:00,Return_to_owner,,Dog,Intact Male,Chihuahua Shorthair Mix,Tan,48.27762563,2.549821365
21279,A682737,,2014-07-02 14:14:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby,61.28074611,1.171708511
21280,A682675,Layla,2014-07-02 11:14:00,Return_to_owner,,Dog,Intact Female,American Staffordshire Terrier Mix,Brown Brindle/White,36.92675334,2.121351779
21281,A664391,Walter,2013-10-24 12:05:00,Adoption,,Dog,Neutered Male,Harrier Mix,White/Brown,43.90628916,1.959760051
21282,A688851,Clay,2014-09-28 11:28:00,Transfer,Partner,Dog,Intact Male,Shetland Sheepdog,Sable/White,27.44465824,2.405198492
21283,A670090,Roxie,2014-10-26 18:11:00,Adoption,,Dog,Spayed Female,Pointer Mix,Brown/White,41.60855961,2.29626753
21284,A689761,Skye,2015-10-28 11:55:00,Adoption,Foster,Dog,Spayed Female,Labrador Retriever Mix,Buff,42.89191077,2.44795483
21285,A713801,Cashew,2015-12-09 9:18:00,Adoption,Foster,Cat,Spayed Female,Domestic Medium Hair Mix,Calico,32.02332864,1.6725662
21286,A677571,,2014-04-26 15:25:00,Transfer,Partner,Cat,Intact Male,Domestic Medium Hair Mix,Blue Tabby/White,38.54496868,1.352104604
21287,A702633,,2015-05-20 17:04:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White,29.99729035,1.596816009
21288,A712028,,2015-09-16 10:45:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,21.26337539,1.416246109
21289,A660861,Beau,2014-05-09 18:18:00,Return_to_owner,,Dog,Intact Male,Boxer Mix,Black,51.45137921,1.959760051
21290,A671224,,2014-01-21 15:12:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,35.34725195,1.959760051
21291,A665411,Aquiles,2013-10-17 17:11:00,Return_to_owner,,Dog,Intact Male,Pit Bull Mix,Fawn/Blue,36.71732197,2.405198492
21292,A683332,Regan,2014-08-24 11:34:00,Adoption,,Dog,Spayed Female,Pit Bull Mix,Black/White,37.92793789,2.121351779
21293,A692616,Cashew,2014-11-23 16:12:00,Return_to_owner,,Dog,Spayed Female,Chihuahua Shorthair Mix,Buff,30.86449334,2.44795483
21294,A707070,Lexi,2015-07-07 18:10:00,Return_to_owner,,Dog,Spayed Female,German Shepherd Mix,White/Cream,47.02989137,2.519296951
21295,A677670,,2014-04-30 14:37:00,Transfer,Partner,Dog,Intact Female,Blue Lacy/American Bulldog,Brown/White,45.47096457,1.463592192
21296,A665200,,2013-10-16 16:51:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby/White,46.19371001,1.810477401
21297,A698830,Puppy,2015-04-11 17:55:00,Return_to_owner,,Dog,Neutered Male,Yorkshire Terrier/Cairn Terrier,Black/Tan,40.81613091,1.919340119
21298,A687588,,2014-09-12 17:01:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Black/Cream,22.4115562,1.959760051
21299,A699079,Lobo,2015-04-13 15:03:00,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Tan/White,42.9338834,1.773136415
21300,A694597,Jordy,2015-01-04 15:11:00,Adoption,,Dog,Neutered Male,Whippet Mix,Tan,44.21007546,1.810477401
21301,A665609,,2013-10-20 15:00:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,40.16771401,1.416246109
21302,A690390,Ace,2014-10-30 12:09:00,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Black,45.36137539,2.355591419
21303,A711899,,2015-09-13 16:39:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Cream Tabby,33.21744867,1.352104604
21304,A684612,Miller,2014-10-18 19:13:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black,55.07894269,1.728481239
21305,A676878,Mack,2014-04-16 17:54:00,Return_to_owner,,Dog,Neutered Male,Pug Mix,Sable,36.45330804,2.22198504
21306,A713760,B,2015-10-31 17:08:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,52.76655196,1.810477401
21307,A650212,Jaxon,2013-10-02 16:09:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,Black/White,28.8962162,1.959760051
21308,A714303,Little Grey,2015-10-25 18:52:00,Adoption,,Cat,Neutered Male,Domestic Medium Hair Mix,Brown Tabby,31.55183833,1.773136415
21309,A709546,,2015-08-10 17:44:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Calico,52.62165837,1.416246109
21310,A679642,Cotton,2014-05-27 17:29:00,Transfer,Partner,Cat,Intact Male,Siamese Mix,Flame Point,47.13089971,1.463592192
21311,A711187,Pappy,2015-09-06 18:20:00,Adoption,,Dog,Neutered Male,Dachshund Mix,Tan,39.5841776,2.485605934
21312,A677037,Josie,2014-04-24 15:19:00,Return_to_owner,,Dog,Spayed Female,Beagle Mix,Tricolor,32.53403266,2.22198504
21313,A672751,Simon,2014-03-01 11:33:00,Transfer,Partner,Dog,Neutered Male,Australian Shepherd Mix,Black/Brown Merle,26.4519555,2.57775254
21314,A701495,Bella,2015-12-19 10:01:00,Adoption,Foster,Dog,Spayed Female,Pit Bull Mix,Blue/White,36.59801699,2.355591419
21315,A705707,,2015-07-08 17:04:00,Return_to_owner,,Cat,Intact Female,Domestic Shorthair Mix,Torbie,49.13147585,1.352104604
21316,A664745,Melady,2013-10-12 16:46:00,Transfer,Partner,Dog,Spayed Female,Golden Retriever,Gold,26.50533057,2.29626753
21317,A691891,,2014-11-15 14:03:00,Transfer,Partner,Dog,Spayed Female,Australian Cattle Dog Mix,White/Black,45.64757793,1.773136415
21318,A709336,Pickles,2015-09-04 17:55:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,44.9419115,1.596816009
21319,A674909,,2014-03-20 16:31:00,Transfer,SCRP,Cat,Intact Female,Manx Mix,Black/White,28.95834158,1.728481239
21320,A529211,Oliver,2014-04-15 18:12:00,Return_to_owner,,Cat,Neutered Male,Domestic Longhair Mix,Blue,54.03316105,2.405198492
21321,A711777,Terrell,2015-09-13 17:05:00,Return_to_owner,,Dog,Neutered Male,Pit Bull Mix,Red/White,36.93722837,2.22198504
21322,A644349,Katie Lou,2015-04-01 17:48:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,Brown Brindle/White,37.78299493,2.29626753
21323,A695299,Hansel,2015-01-28 16:53:00,Adoption,Foster,Cat,Neutered Male,Domestic Medium Hair Mix,Brown Tabby,39.88448776,1.475180238
21324,A702994,Grady,2015-05-22 11:22:00,Transfer,Partner,Dog,Intact Male,Golden Retriever,Gold/White,37.11860077,2.549821365
21325,A708415,,2015-07-27 15:38:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,43.36446061,1.416246109
21326,A677358,Chase,2014-04-30 18:29:00,Adoption,,Dog,Neutered Male,Beagle Mix,Black/White,39.71827796,2.121351779
21327,A668127,Wiley,2013-12-19 12:17:00,Transfer,Partner,Dog,Neutered Male,Pit Bull,Chocolate,38.53345193,2.121351779
21328,A715860,,2015-11-12 8:53:00,Euthanasia,Rabies Risk,Cat,Intact Male,Domestic Shorthair Mix,Blue/White,40.59818954,1.596816009
21329,A670419,,2014-01-08 10:42:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,40.84292487,1.416246109
21330,A690185,Blanca,2014-10-15 18:26:00,Return_to_owner,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,47.75579924,1.896363319
21331,A702362,,2015-05-12 16:28:00,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,39.91359464,1.959760051
21332,A702297,,2015-05-14 11:57:00,Euthanasia,Suffering,Dog,Intact Female,Miniature Schnauzer Mix,White,38.46641689,2.355591419
21333,A677376,Nala,2014-04-30 17:38:00,Return_to_owner,,Dog,Spayed Female,Jack Russell Terrier/American Staffordshire Terrier,Brown Brindle/White,38.02575985,1.871002907
21334,A665461,,2013-10-19 12:34:00,Adoption,,Dog,Spayed Female,Australian Cattle Dog/Australian Shepherd,Brown,47.86557277,1.596816009
21335,A683026,,2014-07-10 17:24:00,Adoption,,Dog,Neutered Male,Dachshund Longhair Mix,Black/Tan,57.92984924,1.959760051
21336,A688148,,2014-09-20 11:29:00,Transfer,Partner,Dog,Neutered Male,Australian Cattle Dog Mix,Red Merle/White,34.48767208,1.596816009
21337,A691338,Tiger,2015-05-09 17:16:00,Adoption,,Dog,Neutered Male,German Shepherd Mix,Brown,42.3298933,2.22198504
21338,A720685,Cash,2016-02-16 18:25:00,Return_to_owner,,Dog,Neutered Male,Labrador Retriever Mix,Black,35.68030604,2.405198492
21339,A706358,Amelia,2015-10-02 12:31:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby,26.47083322,1.773136415
21340,A703338,Jazz,2015-05-27 19:08:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/Tortie,52.15188384,1.959760051
21341,A682015,,2014-06-26 12:12:00,Transfer,Partner,Dog,Neutered Male,Dachshund Mix,Tan/White,43.74079898,1.728481239
21342,A684752,Liam,2014-11-23 16:53:00,Euthanasia,Behavior,Dog,Neutered Male,German Shepherd,Black/Tan,48.05790822,2.121351779
21343,A677570,,2014-04-26 15:25:00,Transfer,Partner,Cat,Intact Female,Domestic Medium Hair Mix,Brown Tabby/White,38.47862668,1.352104604
21344,A704394,Kaylee,2015-06-19 13:37:00,Adoption,,Dog,Spayed Female,Alaskan Malamute/Australian Kelpie,Black/Buff,33.7418448,2.29626753
21345,A698197,,2015-05-03 7:36:00,Adoption,Foster,Dog,Neutered Male,Labrador Retriever Mix,Sable,43.56473465,1.475180238
21346,A688441,Zee,2014-10-25 16:17:00,Euthanasia,Suffering,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,52.15082935,1.842661599
21347,A717206,Indie,2015-12-07 19:04:00,Return_to_owner,,Dog,Spayed Female,Labrador Retriever Mix,Black,39.57135165,2.121351779
21348,A665624,Alix,2014-03-04 10:06:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Black Smoke/White,37.59419823,1.810477401
21349,A676727,Desdemona,2014-07-12 20:02:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,44.2236967,1.596816009
21350,A681828,,2014-06-20 18:28:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black,34.80001624,1.416246109
21351,A260914,Champagne,2015-06-18 11:09:00,Return_to_owner,,Dog,Neutered Male,Border Collie/Catahoula,Brown Merle,31.16264281,2.627448802
21352,A713910,Lambeau,2015-10-18 17:44:00,Return_to_owner,,Dog,Neutered Male,Labrador Retriever Mix,Chocolate,41.51005526,2.29626753
21353,A715116,,2015-11-01 9:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Calico,25.44493407,1.959760051
21354,A685294,Kettle,2014-08-17 16:01:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,41.88043395,1.596816009
21355,A718366,Oreo,2015-12-28 18:51:00,Return_to_owner,,Dog,Neutered Male,Pug Mix,Brown Brindle,29.78466788,2.519296951
21356,A678942,Karrie,2014-07-12 20:39:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby,34.72392566,1.596816009
21357,A702775,,2015-05-17 16:21:00,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,White,45.07642855,2.549821365
21358,A693770,Ellie,2014-12-17 18:01:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black,40.91886818,1.6725662
21359,A693439,Steve,2014-12-30 17:04:00,Adoption,,Dog,Neutered Male,Australian Kelpie Mix,Black/White,50.70255787,1.919340119
21360,A707497,Abby,2015-08-06 14:44:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby/White,44.43983327,1.475180238
21361,A670656,Mischief,2015-08-08 18:35:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby/White,27.53060482,2.44795483
21362,A670711,Isabella,2014-02-13 11:42:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black,63.51936774,2.121351779
21363,A714878,Bean,2015-11-05 0:00:00,Transfer,Partner,Dog,Spayed Female,Jack Russell Terrier/Chihuahua Shorthair,Black/White,26.66877322,2.485605934
21364,A667149,Wendy,2013-12-27 12:55:00,Transfer,Partner,Dog,Spayed Female,Chihuahua Shorthair Mix,White/Tan,26.98151293,1.959760051
21365,A689361,Sam,2014-10-07 17:29:00,Adoption,,Dog,Neutered Male,Bruss Griffon Mix,Brown,29.96999438,2.29626753
21366,A688218,,2014-09-20 8:48:00,Adoption,,Dog,Spayed Female,Australian Cattle Dog Mix,Black/Blue Tick,42.23722816,2.355591419
21367,A677350,Louie,2014-04-24 18:41:00,Return_to_owner,,Dog,Intact Male,Pit Bull Mix,Blue/White,51.27628699,2.121351779
21368,A697001,,2015-02-18 14:23:00,Return_to_owner,,Dog,Neutered Male,Australian Cattle Dog Mix,Red Merle,48.25884211,1.959760051
21369,A686594,,2014-08-31 11:39:00,Transfer,Partner,Dog,Intact Male,Catahoula/Labrador Retriever,Black/White,59.31468873,1.728481239
21370,A672445,Christoff,2014-02-25 13:29:00,Return_to_owner,,Cat,Neutered Male,Himalayan Mix,Lynx Point,45.80577182,2.121351779
21371,A700343,,2015-04-12 13:41:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,40.68835537,1
21372,A709245,,2015-09-11 17:45:00,Adoption,,Dog,Spayed Female,Labrador Retriever/Border Collie,Tricolor,60.03348907,1.475180238
21373,A711408,,2015-09-07 14:46:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black/White,50.88606038,1.352104604
21374,A662406,Junior,2013-11-06 12:49:00,Return_to_owner,,Dog,Neutered Male,Labrador Retriever Mix,Black,40.03343303,2.44795483
21375,A680767,,2014-06-07 16:01:00,Euthanasia,Suffering,Dog,Intact Female,Dachshund Mix,Tan,36.90208991,2.121351779
21376,A706023,,2015-06-24 16:33:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black,24.96254553,1.352104604
21377,A646850,Lizzy,2013-10-20 13:41:00,Adoption,,Dog,Spayed Female,German Shepherd Mix,Brown/White,20.45887774,1.919340119
21378,A677263,Lilo,2014-04-23 16:16:00,Return_to_owner,,Dog,Spayed Female,Border Collie/Shetland Sheepdog,Liver/White,32.39782529,2.22198504
21379,A682696,Rocky,2014-07-06 16:57:00,Adoption,,Dog,Intact Male,Labrador Retriever/German Shepherd,Chocolate/White,30.88697413,2.121351779
21380,A705065,Diana,2015-08-12 10:56:00,Transfer,Partner,Dog,Spayed Female,Australian Shepherd,Black,65.45310547,2.121351779
21381,A683467,Lily,2014-08-06 11:56:00,Transfer,Partner,Dog,Intact Female,Miniature Pinscher Mix,Black/Brown,35.0989476,2.121351779
21382,A716170,Dusty,2015-11-27 11:53:00,Adoption,,Dog,Intact Male,Toy Poodle Mix,Black,50.50434653,2.670780483
21383,A671213,Grace,2014-01-29 18:43:00,Adoption,,Dog,Spayed Female,Chow Chow Mix,Red,47.9930363,1.959760051
21384,A671732,Prince Dubbi,2014-02-16 15:29:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan,49.24621996,2.121351779
21385,A680367,Bear,2014-06-07 18:16:00,Euthanasia,Rabies Risk,Dog,Intact Male,German Shepherd/Labrador Retriever,Gold,21.58781018,2.519296951
21386,A719320,Ginger,2016-01-18 17:57:00,Return_to_owner,,Dog,Intact Female,Beagle,Brown/White,46.47936767,1.959760051
21387,A682241,Raylan,2014-08-16 8:59:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,54.23444229,1.596816009
21388,A689018,Teague,2014-10-12 18:46:00,Adoption,,Dog,Spayed Female,Great Dane Mix,Black/White,30.4102237,2.121351779
21389,A679091,,2014-05-16 14:38:00,Euthanasia,Suffering,Cat,Unknown,Domestic Shorthair Mix,Black/White,39.56236386,2.44795483
21390,A703942,Stella,2015-06-03 17:03:00,Adoption,,Dog,Spayed Female,Dachshund Mix,Brown/Tricolor,21.70781052,1.959760051
21391,A717822,Quinn,2016-02-06 17:44:00,Adoption,Foster,Dog,Spayed Female,Miniature Poodle Mix,Brown,64.63602811,1.475180238
21392,A668088,Kiko,2014-04-15 13:32:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,40.29892083,1.871002907
21393,A681217,,2014-06-15 17:02:00,Transfer,Partner,Dog,Neutered Male,Labrador Retriever/Catahoula,Brown Brindle/White,24.65849695,1.6725662
21394,A676170,Chuy,2014-04-14 16:23:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,45.77094416,1.896363319
21395,A712711,Mikal,2015-09-29 11:33:00,Return_to_owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Black/White,49.563468,2.670780483
21396,A665021,,2013-10-12 15:22:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Tortie,37.87194051,1.416246109
21397,A696893,,2015-02-19 17:43:00,Return_to_owner,,Dog,Intact Female,Pit Bull Mix,Tan/White,43.11994807,1.475180238
21398,A665226,,2013-11-02 14:36:00,Adoption,,Dog,Spayed Female,Pug Mix,Brown/Black,42.40615264,1.6725662
21399,A713682,Francis,2015-10-12 16:23:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,43.89163614,1.959760051
21400,A717277,,2015-12-14 19:18:00,Transfer,SCRP,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,35.15442657,1.773136415
21401,A710028,Petey,2015-08-23 13:44:00,Adoption,,Dog,Neutered Male,Labrador Retriever/Pit Bull,Black/White,42.70129303,1.596816009
21402,A717791,Giselle,2015-12-19 15:48:00,Transfer,Partner,Dog,Intact Female,Basenji Mix,Tricolor,52.19298949,1.959760051
21403,A701884,Midnight,2015-05-10 18:52:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,56.43871309,1.959760051
21404,A707532,,2015-07-14 15:29:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Blue,27.14130084,1.249109466
21405,A696818,Tillie,2015-05-16 12:29:00,Adoption,,Dog,Spayed Female,American Staffordshire Terrier Mix,Brown/White,47.9586885,2.121351779
21406,A706568,Athena,2015-07-19 17:43:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,Blue/White,30.26409551,2.121351779
21407,A711675,Dusty,2015-09-20 18:33:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White,52.4524566,1.871002907
21408,A706291,Rich,2015-06-28 11:46:00,Return_to_owner,,Dog,Intact Male,Pit Bull Mix,Black/White,37.1094106,2.22198504
21409,A676212,,2014-04-06 15:23:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Gray,59.48027073,1.227292337
21410,A666084,Pepper,2013-11-12 16:45:00,Return_to_owner,,Dog,Neutered Male,Labrador Retriever/Rottweiler,Black/White,46.41195621,1.940364895
21411,A685765,Buddy,2014-10-26 16:34:00,Adoption,Offsite,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown,49.80359042,1.842661599
21412,A669604,Capo,2014-01-02 17:00:00,Return_to_owner,,Dog,Intact Male,American Bulldog Mix,Brown Brindle/White,30.71192828,1.959760051
21413,A643507,Sinatra,2014-01-05 13:20:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,White/Brown Brindle,46.07455895,1.959760051
21414,A695959,,2015-01-31 11:07:00,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Black/White,35.14218222,1.728481239
21415,A673620,Louie,2014-07-24 8:48:00,Adoption,Foster,Dog,Neutered Male,Chihuahua Shorthair,Black/Brown,24.12045802,2.549821365
21416,A685143,Manny,2014-09-13 14:11:00,Adoption,Foster,Cat,Neutered Male,Domestic Medium Hair Mix,Blue/White,49.50605804,1.596816009
21417,A719408,,2016-01-20 13:28:00,Transfer,Partner,Dog,Intact Female,Anatol Shepherd/Labrador Retriever,White/Tan,27.35648532,1.6725662
21418,A684485,Darby,2014-10-11 16:54:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White,55.28485007,2.22198504
21419,A715767,Dax,2015-11-13 12:59:00,Transfer,Partner,Dog,Intact Male,Yorkshire Terrier/Border Terrier,Tan/Gray,40.11777648,2.22198504
21420,A710506,,2015-08-24 14:41:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,24.61888906,1.352104604
21421,A712021,Paco,2015-10-18 14:09:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White,25.29242736,2.355591419
21422,A674417,Russell,2014-03-17 16:35:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tricolor,29.66076384,1.919340119
21423,A711572,Candy,2015-09-29 15:09:00,Euthanasia,Medical,Dog,Intact Female,Chihuahua Shorthair Mix,Blue/Tan,14.06872459,2.121351779
21424,A650344,Trixi,2014-01-20 17:21:00,Adoption,,Dog,Spayed Female,Boxer/Pit Bull,Brown/White,60.33361762,1.940364895
21425,A720765,Blue,2016-02-20 15:56:00,Adoption,,Dog,Spayed Female,Pit Bull Mix,Blue/White,44.7683944,1.959760051
21426,A707786,Comino,2015-07-23 15:37:00,Euthanasia,Suffering,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan/White,37.37901493,2.405198492
21427,A708473,Whiskey Girl,2015-07-28 17:45:00,Return_to_owner,,Dog,Spayed Female,Labrador Retriever Mix,Chocolate,31.74417486,2.485605934
21428,A698453,Palomo,2015-03-16 14:36:00,Return_to_owner,,Dog,Neutered Male,Great Pyrenees Mix,White,41.3651536,2.121351779
21429,A657228,Tiger,2013-10-11 11:34:00,Transfer,Partner,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White,27.81036505,2.485605934
21430,A682401,Mia,2014-07-02 12:39:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,43.32608807,1.959760051
21431,A679920,,2014-05-28 17:09:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,41.72825607,1.463592192
21432,A713173,,2015-10-04 9:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Longhair Mix,Tortie,55.28098711,1.959760051
21433,A690550,Oreo,2014-10-25 10:52:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black/White,33.75546458,2.22198504
21434,A687076,Katy,2014-09-05 14:33:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,46.4603461,1.596816009
21435,A683331,,2014-07-21 10:43:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby,26.63129569,1.959760051
21436,A678331,,2014-05-15 16:28:00,Transfer,Partner,Dog,Neutered Male,Miniature Schnauzer Mix,Chocolate,34.45184782,1.959760051
21437,A688352,Brody,2015-03-12 15:05:00,Adoption,,Dog,Neutered Male,Parson Russell Terrier Mix,White/Brown Brindle,43.48809456,2.355591419
21438,A696451,,2015-02-05 19:06:00,Euthanasia,Suffering,Dog,Intact Male,Chihuahua Shorthair Mix,Brown,39.70262488,2.121351779
21439,A714525,Prancer,2015-11-04 18:52:00,Adoption,,Dog,Neutered Male,Golden Retriever Mix,Brown,35.64407584,2.121351779
21440,A667662,Tucker,2013-12-02 11:47:00,Return_to_owner,,Dog,Neutered Male,Maltese/Papillon,White/Black,29.18312541,2.405198492
21441,A665203,Afton,2013-10-21 11:33:00,Transfer,Partner,Dog,Spayed Female,Shih Tzu/Affenpinscher,Black/White,52.03800738,2.22198504
21442,A691546,Kings,2014-11-14 13:38:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Black,58.38060643,1.6725662
21443,A712237,Donna,2015-10-16 17:39:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,46.57310014,1.596816009
21444,A597131,Austin,2015-05-10 16:33:00,Adoption,,Dog,Neutered Male,Bluetick Hound Mix,Brown Merle/White,53.66773018,2.29626753
21445,A716974,,2015-12-03 19:37:00,Transfer,SCRP,Cat,Spayed Female,Domestic Shorthair Mix,Black,42.49806051,1.810477401
21446,A675874,,2014-04-07 18:37:00,Adoption,,Dog,Neutered Male,Beagle Mix,Tricolor,56.48574017,1.810477401
21447,A695130,Jack,2015-01-18 11:20:00,Adoption,,Dog,Neutered Male,Yorkshire Terrier Mix,Black/Tan,49.5077891,2.22198504
21448,A707723,Bailey,2015-08-12 14:43:00,Adoption,,Dog,Spayed Female,Golden Retriever Mix,Yellow,51.12966472,2.29626753
21449,A719220,Henly,2016-01-20 17:13:00,Adoption,,Dog,Spayed Female,Yorkshire Terrier Mix,Black/Brown,59.98086375,1.959760051
21450,A620378,Chase,2014-05-18 16:08:00,Adoption,,Dog,Neutered Male,Australian Kelpie Mix,Black/White,32.40896984,2.121351779
21451,A707411,Daisy,2015-08-08 14:55:00,Adoption,,Dog,Spayed Female,Australian Shepherd Mix,White/Brown,63.53641258,2.29626753
21452,A706457,Harvard,2015-07-18 19:25:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue,61.06085486,1.6725662
21453,A666753,Leia,2013-11-10 17:45:00,Adoption,,Dog,Spayed Female,Miniature Schnauzer/Miniature Poodle,Black/White,48.69500641,1.919340119
21454,A686100,,2014-08-20 17:17:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico,37.69929577,1.596816009
