,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Adopted
24443,A692298,Penny,2015-03-07 16:23:00,Adoption,,Dog,Spayed Female,9 months,Staffordshire Mix,Yellow Brindle/White,1
24444,A681587,,2014-06-22 17:31:00,Adoption,,Dog,Spayed Female,2 months,Australian Shepherd/Plott Hound,Brown Brindle/White,1
24445,A672488,,2014-02-19 14:49:00,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown Brindle,0
24446,A697795,Poppy,2015-05-03 13:28:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White,1
24447,A673636,Bailey,2014-04-14 14:45:00,Adoption,Foster,Dog,Spayed Female,2 years,Shetland Sheepdog/Brittany,Brown/White,1
24448,A692594,,2014-11-23 15:39:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Brown Tabby,0
24449,A713036,Gordon,2015-10-14 16:23:00,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Blue Tabby,1
24450,A703245,,2015-05-27 12:19:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,1
24451,A679982,Loki,2014-08-21 17:38:00,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie,1
24452,A679621,Julie,2014-08-30 19:04:00,Adoption,,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Black,1
24453,A666221,Ladybird,2015-08-10 11:18:00,Return_to_owner,,Dog,Spayed Female,2 years,Beagle,Tricolor,0
24454,A712679,Vic,2015-12-08 13:33:00,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Longhair Mix,Brown Tabby,1
24455,A682021,,2014-06-23 14:10:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,0
24456,A719646,Chip,2016-02-20 16:24:00,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,White/Red,1
24457,A668970,Suki,2013-12-30 10:14:00,Transfer,Partner,Dog,Intact Female,4 years,Mastiff Mix,Red/Black,0
24458,A720447,Doc,2016-02-13 12:46:00,Adoption,,Dog,Neutered Male,2 months,Pointer Mix,Black/White,1
24459,A678770,Des,2014-10-30 18:01:00,Adoption,,Dog,Spayed Female,1 year,Catahoula Mix,Brown Merle,1
24460,A696980,Gunther,2015-02-21 18:21:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Buff,1
24461,A708565,,2015-07-30 9:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie/White,0
24462,A589841,Freddy,2015-06-09 11:15:00,Return_to_owner,,Dog,Neutered Male,5 years,Pit Bull/Plott Hound,Brown Brindle/White,0
24463,A708865,Kitzi,2015-08-05 19:03:00,Adoption,,Dog,Spayed Female,2 years,Miniature Poodle Mix,Black,1
24464,A716769,Jake,2015-12-23 16:09:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Chocolate,1
24465,A714277,Percy,2015-10-20 17:24:00,Return_to_owner,,Dog,Neutered Male,2 years,Australian Kelpie Mix,Tan,0
24466,A676275,,2014-06-22 17:52:00,Adoption,Offsite,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue,1
24467,A666546,Ami,2013-11-12 10:39:00,Euthanasia,Suffering,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,0
24468,A699876,,2015-04-04 13:27:00,Transfer,Partner,Dog,Intact Female,1 month,Rat Terrier Mix,Tricolor,0
24469,A687108,Jace,2014-10-26 12:28:00,Return_to_owner,,Dog,Intact Male,1 year,Boxer,Brown Brindle/White,0
24470,A700034,,2015-04-10 0:00:00,Transfer,Partner,Dog,Spayed Female,5 years,Miniature Schnauzer Mix,Buff/Gray,0
24471,A705711,Frederick,2015-07-12 18:26:00,Adoption,,Dog,Neutered Male,8 years,Boxer/Labrador Retriever,Black/White,1
24472,A671670,,2014-01-29 15:32:00,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Cream Tabby/White,0
24473,A715232,B,2015-11-07 14:56:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Blue,1
24474,A714487,,2015-10-29 11:59:00,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue/White,0
24475,A703442,Gigi,2015-05-28 17:57:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,1
24476,A680828,Andy,2014-06-19 14:55:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,0
24477,A483647,Bear,2014-04-06 13:03:00,Return_to_owner,,Dog,Neutered Male,13 years,Shih Tzu Mix,White/Gray,0
24478,A705305,,2015-06-16 11:05:00,Died,In Kennel,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby,0
24479,A694293,,2014-12-25 9:00:00,Transfer,SCRP,Cat,Intact Female,3 years,Domestic Shorthair Mix,Orange Tabby/White,0
24480,A682853,Daphne,2014-07-17 18:40:00,Adoption,,Dog,Spayed Female,1 year,Dachshund/Pit Bull,Black/White,1
24481,A688433,Cafe,2014-11-12 15:00:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,1
24482,A716930,,2016-02-16 8:29:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby,1
24483,A675331,,2014-03-26 15:51:00,Transfer,SCRP,Cat,Intact Female,8 months,Domestic Shorthair Mix,Calico,0
24484,A706682,,2015-07-02 18:40:00,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,0
24485,A667958,,2013-11-29 13:55:00,Transfer,Partner,Dog,Intact Female,5 months,Pointer Mix,White/Brown,0
24486,A689877,Sushi,2014-10-15 17:21:00,Adoption,,Cat,Spayed Female,2 months,Siamese Mix,Seal Point,1
24487,A706525,,2015-06-30 12:22:00,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby,0
24488,A673560,,2014-03-03 15:51:00,Transfer,Partner,Dog,Neutered Male,2 years,Rat Terrier/Boston Terrier,White/Black,0
24489,A666723,Krypto,2015-04-15 7:37:00,Return_to_owner,,Dog,Neutered Male,4 years,Miniature Poodle Mix,White,0
24490,A701926,,2015-05-07 14:47:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0
24491,A677729,,2014-04-28 14:47:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Blue,0
24492,A522050,Spanky,2014-08-20 15:38:00,Return_to_owner,,Dog,Neutered Male,10 years,Shih Tzu,Buff/Gray,0
24493,A712270,,2015-09-23 14:55:00,Transfer,Partner,Cat,Intact Male,1 month,Siamese Mix,Seal Point,0
24494,A695070,David,2015-01-12 0:00:00,Return_to_owner,,Cat,Neutered Male,1 year,Russian Blue Mix,Blue,0
24495,A674472,,2014-03-17 12:50:00,Euthanasia,Aggressive,Cat,Unknown,3 years,Domestic Medium Hair Mix,White/Black,0
24496,A677679,Kash,2014-05-26 19:10:00,Adoption,Foster,Dog,Neutered Male,2 months,Chihuahua Shorthair/Pomeranian,Black,1
24497,A712937,Artemis,2015-10-04 17:44:00,Adoption,,Dog,Spayed Female,10 months,Great Pyrenees Mix,White/Tricolor,1
24498,A697721,Jinx,2015-03-08 16:57:00,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby,1
24499,A670135,Mason,2014-01-17 12:01:00,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,0
24500,A591058,Rufus,2013-11-17 13:51:00,Adoption,,Cat,Neutered Male,7 years,Persian Mix,Black/White,1
24501,A716572,Hydro,2015-11-22 15:39:00,Transfer,Partner,Dog,Intact Male,6 months,Golden Retriever Mix,Red,0
24502,A683065,Dakota,2014-07-08 17:40:00,Return_to_owner,,Dog,Neutered Male,3 years,Lhasa Apso Mix,Cream,0
24503,A715358,Lynndy,2015-12-06 11:46:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,1
24504,A687985,Duke,2015-04-11 17:19:00,Return_to_owner,,Dog,Neutered Male,3 years,American Bulldog Mix,White/Black Brindle,0
24505,A708308,York,2015-08-06 14:45:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White,0
24506,A706158,Nala,2015-07-01 14:12:00,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby,1
24507,A685490,Jake,2014-08-08 13:51:00,Euthanasia,Suffering,Dog,Intact Male,11 years,Pit Bull Mix,White/Brown,0
24508,A702511,Mika,2015-05-26 15:25:00,Adoption,,Dog,Spayed Female,1 year,Rottweiler Mix,Black/Brown,1
24509,A672698,Binks,2014-02-19 16:01:00,Transfer,Partner,Dog,Neutered Male,6 years,Dachshund Mix,Red/Black,0
24510,A684927,Sherra,2014-10-19 16:02:00,Adoption,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Black,1
24511,A668344,Maximus,2013-12-07 13:52:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,1
24512,A709199,,2015-08-08 18:10:00,Adoption,,Dog,Neutered Male,1 month,Chihuahua Shorthair/Pomeranian,White/Tan,1
24513,A707755,,2015-07-21 18:03:00,Adoption,,Cat,Neutered Male,2 months,Siamese Mix,Seal Point,1
24514,A682663,Hansel,2014-07-18 19:12:00,Adoption,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Tan,1
24515,A704245,,2015-06-07 18:21:00,Adoption,,Dog,Spayed Female,2 months,Black Mouth Cur Mix,Tan/White,1
24516,A676533,Cookie,2014-04-11 18:44:00,Return_to_owner,,Dog,Spayed Female,13 years,Australian Cattle Dog Mix,Black/White,0
24517,A664708,,2013-10-12 13:54:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,1
24518,A678737,,2014-05-13 14:50:00,Transfer,Partner,Dog,Intact Male,1 weeks,Chihuahua Shorthair/Jack Russell Terrier,White/Black,0
24519,A672631,Penny Lane,2014-02-26 16:48:00,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Calico,0
24520,A679209,Farley,2014-10-23 13:32:00,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby,1
24521,A673115,Minnie,2014-06-05 16:34:00,Transfer,Partner,Dog,Spayed Female,3 years,Yorkshire Terrier,Black/Red,0
24522,A690655,Trooper,2015-02-17 14:24:00,Adoption,Foster,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Tricolor,1
24523,A713445,Zz,2015-10-08 11:09:00,Return_to_owner,,Dog,Intact Female,8 years,Labrador Retriever Mix,Chocolate,0
24524,A701693,,2015-05-03 14:04:00,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby,0
24525,A718935,,2016-01-13 17:44:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby/White,1
24526,A698621,Oso,2015-05-03 17:39:00,Adoption,,Dog,Neutered Male,9 years,Alaskan Husky/Border Collie,Black/White,1
24527,A666516,,2013-11-08 15:55:00,Transfer,Partner,Dog,Intact Male,2 years,American Pit Bull Terrier Mix,Brown/White,0
24528,A665687,Petey,2013-11-30 13:42:00,Adoption,,Dog,Neutered Male,1 year,Dachshund/American Staffordshire Terrier,Fawn,1
24529,A702965,Bonnie,2015-05-22 14:17:00,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby,0
24530,A703988,June,2015-06-07 13:30:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,0
24531,A700929,,2015-04-21 14:37:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Medium Hair Mix,White/Orange,0
24532,A702605,7,2015-05-18 15:22:00,Return_to_owner,,Dog,Neutered Male,4 years,Jack Russell Terrier Mix,Black/Brown,0
24533,A690222,Rubio,2014-10-25 17:51:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Yellow,1
24534,A717420,Marley,2015-12-19 16:13:00,Transfer,Partner,Dog,Neutered Male,10 months,Labrador Retriever Mix,Yellow,0
24535,A684794,,2014-07-28 18:45:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Cream Tabby,0
24536,A669231,,2013-12-21 18:05:00,Adoption,,Cat,Spayed Female,2 years,Domestic Longhair Mix,Brown Tabby/White,1
24537,A672343,,2014-02-13 18:11:00,Adoption,,Dog,Spayed Female,5 years,Maltese/Miniature Poodle,White/Tan,1
24538,A628569,Bevo,2014-09-17 14:07:00,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby,0
24539,A707807,,2015-07-22 18:48:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby/White,1
24540,A699498,Teddy Bear,2015-03-30 13:58:00,Adoption,,Dog,Spayed Female,4 years,Cairn Terrier Mix,Brown,1
24541,A675043,Negro,2014-04-01 19:16:00,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black,0
24542,A667323,Cecily,2013-11-22 11:51:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,0
24543,A662740,Tally,2013-10-05 12:42:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Black,0
24544,A705552,,2015-07-01 13:00:00,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White,0
24545,A676711,Rosie,2014-04-20 16:07:00,Transfer,Partner,Dog,Spayed Female,4 years,Boston Terrier,Brown Brindle/White,0
24546,A702747,,2015-05-17 14:55:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby,0
24547,A677480,,2014-04-27 12:25:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,0
24548,A699047,,2015-03-21 18:40:00,Euthanasia,Medical,Dog,Unknown,2 months,Chihuahua Shorthair Mix,Black/White,0
24549,A703073,,2015-05-21 15:45:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico,0
24550,A702150,Pistol,2015-05-30 15:29:00,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue,1
24551,A718982,Indy,2016-01-14 18:56:00,Adoption,,Dog,Neutered Male,3 months,Great Pyrenees/Collie Rough,Tan/White,1
24552,A704360,Emily,2015-06-27 17:21:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Gray Tabby,1
24553,A699936,Bart,2015-07-28 12:06:00,Adoption,Foster,Cat,Neutered Male,5 years,Domestic Longhair Mix,Blue/White,1
24554,A687630,Nelly,2014-09-14 18:11:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair/Pug,Brown/Black,1
24555,A718350,Trooper,2015-12-29 15:43:00,Return_to_owner,,Dog,Neutered Male,3 years,Doberman Pinsch Mix,Black/Tan,0
24556,A710871,,2015-08-29 14:20:00,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue,0
24557,A684502,Chin-Ston,2014-08-02 13:09:00,Adoption,,Dog,Neutered Male,10 months,Pug Mix,Tan,1
24558,A705453,Susan B,2015-06-21 17:30:00,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair/Yorkshire Terrier,Tan/White,1
24559,A689636,Bentley,2014-10-12 17:48:00,Adoption,,Dog,Neutered Male,1 year,Border Collie/Australian Shepherd,White/Tricolor,1
24560,A711120,,2015-09-21 15:55:00,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Orange Tabby,0
24561,A668350,,2013-12-04 17:29:00,Transfer,Partner,Dog,Intact Female,1 month,Australian Shepherd Mix,Black/Tricolor,0
24562,A697146,,2015-02-19 9:00:00,Transfer,SCRP,Cat,Unknown,8 months,Domestic Shorthair Mix,Black/White,0
24563,A709427,Lucy,2015-08-13 18:28:00,Return_to_owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White,0
24564,A716209,Olive,2015-11-16 16:44:00,Return_to_owner,,Dog,Spayed Female,1 year,English Pointer Mix,Chocolate/White,0
24565,A713552,Prince,2015-10-27 15:01:00,Transfer,Partner,Dog,Intact Male,10 months,Pit Bull Mix,Blue/White,0
24566,A690427,Kookie,2014-10-21 16:03:00,Return_to_owner,,Dog,Spayed Female,3 years,Feist Mix,Tricolor,0
24567,A672867,Soze,2014-03-09 15:48:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby,1
24568,A696259,Carson,2015-04-05 14:33:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,1
24569,A674461,,2014-03-13 14:58:00,Transfer,Partner,Dog,Intact Male,5 days,Pit Bull Mix,Sable/White,0
24570,A651127,Zion,2014-10-22 12:10:00,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White,0
24571,A681672,Gotti,2014-06-19 18:44:00,Return_to_owner,,Dog,Intact Male,3 years,Pit Bull,Blue/White,0
24572,A704916,Rosie,2015-06-11 9:00:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,0
24573,A666548,Rusty,2013-11-10 17:05:00,Adoption,,Dog,Neutered Male,6 months,Australian Cattle Dog Mix,Red Tick,1
24574,A681036,,2014-06-11 17:11:00,Transfer,Partner,Cat,Intact Male,2 days,Domestic Shorthair Mix,Brown Tabby,0
24575,A712502,,2015-09-25 9:00:00,Transfer,SCRP,Cat,Intact Female,6 months,Domestic Medium Hair Mix,Tortie,0
24576,A693968,,2014-12-27 11:09:00,Return_to_owner,,Dog,Intact Female,2 weeks,Pit Bull Mix,Blue/White,0
24577,A676567,Blue,2014-04-12 11:31:00,Return_to_owner,,Dog,Neutered Male,1 year,Catahoula Mix,Red/White,0
24578,A666247,Weto,2013-11-05 11:26:00,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan,0
24579,A594900,,2015-10-10 15:45:00,Return_to_owner,,Dog,Spayed Female,4 years,Chihuahua Longhair Mix,Black/White,0
24580,A719899,Max,2016-02-04 18:44:00,Adoption,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Brown,1
24581,A669769,Skip,2014-01-01 12:09:00,Transfer,Partner,Dog,Neutered Male,2 years,Jack Russell Terrier Mix,White/Tan,0
24582,A695778,Leo,2015-08-12 18:59:00,Adoption,,Dog,Neutered Male,3 years,Manchester Terrier Mix,Black/Tan,1
24583,A666679,,2013-11-08 15:51:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Cream Tabby/White,0
24584,A666739,Fire,2013-11-08 14:48:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby,0
24585,A665585,Terry,2013-10-25 15:08:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair,White/Orange,0
24586,A698659,Ike,2015-06-13 18:29:00,Adoption,Foster,Dog,Neutered Male,2 years,Pit Bull/Labrador Retriever,Brown/Tan,1
24587,A711212,,2015-09-07 17:45:00,Adoption,,Dog,Spayed Female,2 months,German Shorthair Pointer Mix,Black/White,1
24588,A703432,Lancelot,2015-05-28 18:19:00,Adoption,,Dog,Neutered Male,2 months,Great Pyrenees/Border Collie,White/Black,1
24589,A691873,Payne,2014-12-23 12:03:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,1
24590,A688811,,2014-09-25 9:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Brown Tabby,0
24591,A707049,Ron,2015-09-20 14:14:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,1
24592,A672991,,2014-02-18 19:14:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,0
24593,A674789,Ricky,2014-03-22 13:56:00,Adoption,,Dog,Intact Male,16 years,Chihuahua Shorthair Mix,Tan,1
24594,A619991,Brooster,2013-12-09 12:36:00,Return_to_owner,,Dog,Neutered Male,8 years,Pit Bull Mix,Brown Brindle,0
24595,A693368,Lily,2014-12-07 11:23:00,Return_to_owner,,Dog,Spayed Female,7 years,Golden Retriever Mix,Yellow/White,0
24596,A682396,,2014-06-27 14:40:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Gray Tabby,0
24597,A688453,Jerry,2014-11-14 17:40:00,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby,1
24598,A717680,,2015-12-16 19:39:00,Transfer,SCRP,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby,0
24599,A669535,Malachi,2014-03-02 16:21:00,Euthanasia,Aggressive,Dog,Neutered Male,5 years,Australian Cattle Dog/Border Collie,Black/White,0
24600,A716502,Leo,2015-11-25 12:10:00,Transfer,Partner,Dog,Intact Male,8 months,Chihuahua Shorthair Mix,White/Black,0
24601,A682831,,2014-08-19 18:00:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black,0
24602,A712342,Skyla,2015-09-22 11:47:00,Euthanasia,Suffering,Dog,Spayed Female,14 years,Catahoula Mix,Brown Merle,0
24603,A687531,Buddy,2014-12-06 18:01:00,Adoption,,Dog,Neutered Male,10 years,Labrador Retriever/German Shepherd,Black/Tan,1
24604,A693984,,2014-12-22 17:20:00,Transfer,Partner,Dog,Neutered Male,10 months,Belgian Malinois Mix,Tan/Black,0
24605,A558754,Angelo,2015-07-17 14:13:00,Return_to_owner,,Dog,Neutered Male,8 years,Miniature Schnauzer,Gray,0
24606,A706809,,2015-07-27 13:40:00,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,0
24607,A688262,,2014-11-15 17:29:00,Adoption,Foster,Dog,Neutered Male,1 month,Cairn Terrier Mix,Sable/White,1
24608,A689539,,2014-10-09 19:17:00,Adoption,,Dog,Spayed Female,2 months,Catahoula Mix,Brown/White,1
24609,A671279,Preston,2014-02-04 14:28:00,Transfer,Partner,Dog,Neutered Male,2 months,Catahoula Mix,White/Tan,0
24610,A683329,Charlie,2014-07-15 17:56:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,1
24611,A685930,Pickles,2014-08-15 13:44:00,Return_to_owner,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Brown Tabby,0
24612,A676534,,2014-04-13 13:01:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,White/Black,0
24613,A718174,Esther,2016-01-22 12:22:00,Transfer,Partner,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Blue Tabby/White,0
24614,A667881,,2013-11-30 19:13:00,Adoption,,Dog,Neutered Male,11 months,Dachshund/Miniature Pinscher,Black/Tan,1
24615,A688985,Chester,2014-10-12 14:18:00,Adoption,,Dog,Neutered Male,10 months,German Shorthair Pointer Mix,Chocolate/White,1
24616,A707183,George,2015-08-23 13:02:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,1
24617,A686795,,2014-08-27 18:20:00,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue,0
24618,A670677,Noodles,2014-01-14 11:20:00,Return_to_owner,,Dog,Neutered Male,10 years,Collie Smooth Mix,White,0
24619,A697727,Izzy,2015-03-03 17:07:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,1
24620,A692512,Dallas,2014-11-30 15:52:00,Adoption,,Dog,Neutered Male,1 year,Blue Lacy Mix,Blue/White,1
24621,A680178,,2014-05-30 17:35:00,Transfer,Partner,Dog,Intact Male,1 month,Australian Cattle Dog Mix,Brown,0
24622,A687553,,2014-09-10 17:38:00,Adoption,,Dog,Spayed Female,3 years,Maltese/Miniature Poodle,White,1
24623,A711213,Princess,2015-09-11 18:40:00,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan/White,1
24624,A700819,,2015-04-22 14:35:00,Transfer,Partner,Dog,Spayed Female,13 years,Miniature Poodle Mix,White,0
24625,A678591,Parker,2014-06-07 15:25:00,Adoption,,Dog,Spayed Female,3 months,Cardigan Welsh Corgi Mix,Tricolor,1
24626,A680007,Archilles,2014-06-02 14:04:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue,0
24627,A605129,Ollie,2016-01-29 16:21:00,Transfer,Partner,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black/White,0
24628,A713273,Jewels,2015-10-13 14:36:00,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White,0
24629,A683944,,2014-07-19 13:07:00,Transfer,Partner,Cat,Intact Female,9 months,Domestic Shorthair Mix,Brown Tabby,0
24630,A703312,Lukas,2015-07-14 14:52:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,1
24631,A607727,Bella,2014-05-22 15:37:00,Return_to_owner,,Dog,Spayed Female,6 years,Boxer Mix,White,0
24632,A671428,Little Foot,2014-11-12 19:32:00,Return_to_owner,,Dog,Neutered Male,2 years,Swiss Hound/Pit Bull,Tan/White,0
24633,A676338,Victoria,2014-06-05 15:17:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue,1
24634,A669455,Juneau,2014-01-04 16:57:00,Adoption,,Dog,Spayed Female,2 years,Rat Terrier/Pit Bull,Tricolor,1
24635,A716801,Evan,2016-01-06 8:43:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby/White,1
24636,A718682,Yaris,2016-01-24 14:06:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby/White,1
24637,A679617,Angela,2014-06-11 16:58:00,Transfer,Partner,Dog,Spayed Female,2 years,Great Pyrenees Mix,White,0
24638,A511822,Kitty,2016-02-21 18:21:00,Adoption,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Torbie,1
24639,A686456,,2014-08-23 9:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,0
24640,A656968,Litle Girl,2013-11-11 15:13:00,Euthanasia,Aggressive,Dog,Spayed Female,3 years,Australian Cattle Dog Mix,Blue Tick,0
24641,A690132,Pocky,2014-10-19 18:34:00,Adoption,,Dog,Neutered Male,5 months,Chihuahua Shorthair Mix,Black/Tan,1
24642,A328422,Cru,2014-03-17 11:55:00,Return_to_owner,,Dog,Neutered Male,10 years,Parson Russell Terrier Mix,White/Black,0
24643,A716944,Vixen,2015-12-07 14:07:00,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black,0
24644,A600779,Oso,2015-03-07 17:06:00,Adoption,,Dog,Neutered Male,6 years,Border Collie Mix,White/Gray,1
24645,A691980,Phoebe,2015-01-09 16:52:00,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,White/Tan,1
24646,A684323,Tiger Lilly,2014-07-29 14:59:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,0
24647,A691311,,2014-11-02 18:28:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Calico,0
24648,A715554,Daniela,2015-11-27 16:19:00,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Blue Tabby,1
24649,A700362,,2015-05-15 18:56:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,1
